campaign_id,country,state,district,start_date,end_date,vaccine_name,target_population,doses_allocated,doses_administered,partner_org,notes
VAC-IND-00532,India,Rajasthan, BIKANER,2025-04-25,2025-06-09, COVID-19,healthcare_workers,66922,51759,,
VAC-IND-00533,India,Delhi,East Delhi,2023-04-03,2023-06-01,Typhoid,school_children_5-15,82799,76196,State Govt,
VAC-IND-00534,India,Delhi,South Delhi,2024-01-15,2024-02-25,COVID-19,children_0-5,177030,175489,,School-based campaign
VAC-IND-00535,India,Gujarat,Rajkot,2025-09-23,17/11/2025,Typhoid,pregnant_women,95062,70785,UNICEF,
VAC-IND-00536,India,Maharashtra,Pune,2023-02-24,2023-04-09,Typhoid,healthcare_workers,63881,53805,,
VAC-IND-00537,India,West Bengal, KOLKATA,2023-08-27,2023-09-08,COVID-19,all_adults,117223,85243,NHM,
VAC-IND-00538,India,Maharashtra,Mumbai,2025-06-03 15:47:37,2025-07-14,DTP,healthcare_workers,76724,41537,State Govt,Mass camp at community centre
VAC-IND-00539,India,West Bengal,Bardhaman,2024-10-08,2024-10-28,DTP,healthcare_workers,109850,37297,IAP,
VAC-IND-00540,India,Tamil Nadu, COIMBATORE,2025-08-19,2025-09-05,Hepatitis B,school_children_5-15,154551,119816,State Govt,Cold chain maintained
VAC-IND-00541,India,West Bengal,Siliguri,07-01-2025,02/03/2025,Polio,school_children_5-15,42974,27105,UNICEF,
VAC-IND-00542,India,Delhi,West Delhi,2025-10-04,02/11/2025,Hepatitis B,children_0-5,129927,53435,WHO,
VAC-IND-00543,India,Delhi,South Delhi,2025-10-28,2025-11-04,Hepatitis B,elderly_60+,30376,10029,State Govt,Reported delay due to rains
VAC-IND-00544,India,Maharashtra,Thane,01-07-2024,2024-08-27,Polio,children_0-5,135605,40771,State Govt,Door-to-door drive
VAC-IND-00545,India,Assam,Tezpur,28-07-2023,2023-08-02,MMR,elderly_60+,44290,22318,Local Health Dept,
VAC-IND-00546,India,Kerala,Kochi,2025-01-14,2025-01-25,Typhoid,children_0-5,53424,37930,NHM,
VAC-IND-00547,India,Rajasthan,Jodhpur,2023-06-24,2023-08-11,Influenza,healthcare_workers,95040,51179,Private Clinic,School-based campaign
VAC-IND-00548,India, WEST BENGAL,Siliguri,2025-07-28 16:50:43,23/08/2025,Polio,healthcare_workers,116519,24606,,
VAC-IND-00549,India,Delhi,East Delhi,2023-05-06,2023-05-11,Polio,school_children_5-15,168656,48885,,
VAC-IND-00550,India,Bihar,Purnia,15-09-2024,08/10/2024,Hepatitis B,elderly_60+,2571,2675,Private Clinic,Hospital-based
VAC-IND-00551,India,Assam,Tezpur,2025-06-24,2025-08-22,MMR,children_0-5,170567,85832, WHO,Single-day mega camp
VAC-IND-00552,India,Odisha,Cuttack,2025-12-01 09:13:05,2026-01-05,Influenza,children_0-5,137165,110753,WHO,
VAC-IND-00553,India,Tamil Nadu,Tiruchirappalli,2025-10-31,2025-11-06,COVID-19,children_0-5,68593,36948,UNICEF,
VAC-IND-00554,India,Karnataka,Belgaum,28-12-2025,2026-01-14,Polio,healthcare_workers,75089,68434,Red Cross,
VAC-IND-00555,India, RAJASTHAN,Alwar,30-01-2024,2024-02-25,COVID-19,children_0-5,38918,34787,WHO,
VAC-IND-00556,India,Gujarat,Ahmedabad,2025-01-26,2025-02-23,MMR,healthcare_workers,136538,141603,State Govt,
VAC-IND-00557,India,Gujarat,Rajkot,2023-11-30,2023-12-11,Hepatitis B,healthcare_workers,120486,116440,UNICEF,
VAC-IND-00558,India,Odisha,Cuttack,2025-01-26 03:38:54,2025-02-24,Hepatitis B,elderly_60+,97384,24755,UNICEF,
VAC-IND-00559,India,Gujarat,Ahmedabad,2023-10-20,2023-11-29,Influenza,school_children_5-15,80496,44355,,
VAC-IND-00560,India,Maharashtra,Nashik,2025-09-12,2025-10-21,Typhoid,school_children_5-15,89058,80100,Red Cross,
VAC-IND-00561,India,Bihar,Muzaffarpur,02-11-2023,2023-11-25,DTP,elderly_60+,164279,140236,Private Clinic,Mass camp at community centre
VAC-IND-00562,India,Gujarat,Vadodara,01-07-2023,2023-08-18,Hepatitis B,school_children_5-15,165679,114097,UNICEF,
VAC-IND-00563,India,Assam,Tezpur,2023-04-19 16:12:48,2023-05-22,Influenza,children_0-5,5392,5434,Local Health Dept,Hospital-based
VAC-IND-00564,India,Assam,Jorhat,23-06-2023,2023-08-03,MMR,all_adults,154874,37072,Red Cross,
VAC-IND-00565,India,Kerala,Thiruvananthapuram,2023-07-23,2023-08-13,MMR,all_adults,67492,23605,,
VAC-IND-00566,India,Odisha,Bhubaneswar,2024-09-02,2024-09-25,COVID-19,elderly_60+,85491,32953,NHM,
VAC-IND-00567,India,Rajasthan,Bikaner,2023-08-24,2023-09-16,DTP,school_children_5-15,107212,25230,NHM,
VAC-IND-00568,India,Assam,Guwahati,19-05-2024,2024-07-02, COVID-19,school_children_5-15,80352,74525,,
VAC-IND-00569,India,Delhi,South Delhi,2025-05-17 17:28:02,2025-05-20,COVID-19,children_0-5,163220,76522,State Govt,Cold chain maintained
VAC-IND-00570,India,West Bengal,Howrah,2024-03-11,2024-04-15,MMR,children_0-5,42814,13145,Private Clinic,School-based campaign
VAC-IND-00571,India,Tamil Nadu,Tiruchirappalli,2024-03-07,2024-04-30,Typhoid,school_children_5-15,179308,104375, STATE GOVT,
VAC-IND-00572,India,Gujarat,Bhavnagar,2024-11-03,2024-12-20,COVID-19,school_children_5-15,1036,211,Red Cross,
VAC-IND-00573,India,Rajasthan,Jaipur,2023-06-08,2023-08-07, MMR,all_adults,176559,67663,IAP,
VAC-IND-00574,India,Uttar Pradesh,Kanpur,2025-06-29,2025-08-18,MMR,elderly_60+,74197,61316,UNICEF,Cold chain maintained
VAC-IND-00575,India,Karnataka,Mysuru,2025-10-08 01:17:31,2025-12-07,Typhoid,school_children_5-15,159366,83275,,Cold chain maintained
VAC-IND-00576,India,Gujarat,Surat,2024-02-01,2024-03-11,Hepatitis B,elderly_60+,158565,48846,UNICEF,Hospital-based
VAC-IND-00577,India,Odisha,Rourkela,28-01-2024,01/02/2024,Polio,healthcare_workers,182162,102733,,Single-day mega camp
VAC-IND-00578,India,Bihar,Patna,2024-10-23,2024-11-21,MMR,healthcare_workers,178803,165671,WHO,
VAC-IND-00579,India,West Bengal,Bardhaman,2025-07-08,2025-08-05,Polio,elderly_60+,21945,5220,Private Clinic,
VAC-IND-00580,India,Uttar Pradesh,Varanasi,2023-05-09,2023-05-18,Typhoid,school_children_5-15,113732,100410,IAP,
VAC-IND-00581,India,Karnataka,Mangalore,22-04-2023,2023-05-28,Typhoid,children_0-5,19613,18291,State Govt,Door-to-door drive
VAC-IND-00582,India,Maharashtra,Nashik,03-10-2024,2024-11-19,DTP,children_0-5,33932,33078,Local Health Dept,
VAC-IND-00583,India,Bihar,Patna,2023-04-17,2023-05-14,Typhoid,healthcare_workers,162322,93572,WHO,
VAC-IND-00584,India,Assam,Tezpur,2023-07-27,2023-09-11,Influenza,children_0-5,119533,100951,,Door-to-door drive
VAC-IND-00585,India,Karnataka,Belgaum,2023-09-16,2023-10-05,Influenza,elderly_60+,126695,83616,Red Cross,
VAC-IND-00586,India,Assam,Jorhat,2025-11-16 11:19:37,2026-01-14,Hepatitis B,pregnant_women,38674,27963,Local Health Dept,Mass camp at community centre
VAC-IND-00587,India,Bihar,Gaya,2023-04-28,2023-06-22,Influenza,school_children_5-15,14814,6163,NHM,
VAC-IND-00588,India,Gujarat,Rajkot,09-11-2024,18/12/2024,Influenza,children_0-5,162007,118546,State Govt,
VAC-IND-00589,India,Maharashtra,Pune,2024-04-16,2024-05-02,Typhoid,school_children_5-15,193067,125517,Private Clinic,School-based campaign
VAC-IND-00590,India,Maharashtra, NAGPUR,2023-01-21,2023-01-25,Polio,healthcare_workers,37829,13935,,
VAC-IND-00591,India,Tamil Nadu,Coimbatore,24-03-2024,2024-05-12,COVID-19,elderly_60+,145860,54860,Local Health Dept,Mass camp at community centre
VAC-IND-00592,India,Delhi,East Delhi,2023-08-16,2023-09-01,Polio,elderly_60+,63453,37092,,Single-day mega camp
VAC-IND-00593,India,Kerala,Thiruvananthapuram,23-10-2023,2023-11-03,MMR,healthcare_workers,50748,34676,Private Clinic,Hospital-based
VAC-IND-00594,India,Assam,Tezpur,23-01-2024,2024-02-13, TYPHOID,elderly_60+,86399,53988,,
VAC-IND-00595,India,Kerala,Kannur,2023-05-13,2023-06-09,DTP,healthcare_workers,169601,132031,State Govt,Reported delay due to rains
VAC-IND-00596,India,Gujarat,Rajkot,2025-08-28,2025-09-25,Influenza,elderly_60+,153587,57875,State Govt,
VAC-IND-00597,India,West Bengal,Siliguri,2023-11-18 11:16:35,2023-11-26,MMR,elderly_60+,22527,21505,WHO,
VAC-IND-00598,India,Gujarat,Rajkot,2025-04-17,2025-05-21,Influenza,pregnant_women,100736,78039,UNICEF,
VAC-IND-00599,India,Rajasthan,Alwar,10-06-2023,2023-06-27,Influenza,pregnant_women,19203,12786,NHM,
VAC-IND-00600,India,Bihar,Bhagalpur,26-01-2024,06/02/2024,MMR,children_0-5,197732,181923,Local Health Dept,Reported delay due to rains
VAC-IND-00601,India,West Bengal,Siliguri,2023-01-25,01/03/2023,Influenza,school_children_5-15,39633,22840,NHM,
VAC-IND-00602,India,Gujarat,Vadodara,2023-06-25,2023-07-10,DTP,healthcare_workers,183461,151689,WHO,
VAC-IND-00603,India,Odisha,Bhubaneswar,20-10-2025,2025-12-15,Typhoid,all_adults,59611,56864,,Mass camp at community centre
VAC-IND-00604,India,Maharashtra,Pune,2023-11-11 10:36:40,2024-01-04,DTP,elderly_60+,159840,134436,,
VAC-IND-00605,India, KERALA,Kozhikode,2025-07-13,2025-08-04,COVID-19,school_children_5-15,27845,11389,,
VAC-IND-00606,India,West Bengal,Howrah,2024-02-26,2024-04-11,COVID-19,elderly_60+,119687,91901,IAP,
VAC-IND-00607,India,Kerala,Kochi,2025-05-06,2025-05-13,MMR,all_adults,54627,24404,State Govt,Cold chain maintained
VAC-IND-00608,India,Rajasthan,Bikaner,2024-07-18,2024-07-30,Hepatitis B,pregnant_women,105157,53384,State Govt,Mass camp at community centre
VAC-IND-00609,India,Tamil Nadu,Tiruchirappalli,11-12-2024,2025-01-28,DTP,elderly_60+,103021,43558,Red Cross,
VAC-IND-00610,India,Bihar,Gaya,2023-07-15,2023-07-20,MMR,school_children_5-15,41900,43621,UNICEF,Hospital-based
VAC-IND-00611,India,West Bengal,Bardhaman,2023-09-06 02:48:06,2023-10-11,MMR,elderly_60+,85962,38797,,
VAC-IND-00612,India,Odisha,Puri,2025-02-19,2025-03-19,COVID-19,school_children_5-15,104485,53744,Red Cross,
VAC-IND-00613,India,Kerala,Thiruvananthapuram,11-05-2024,2024-06-11,Typhoid,children_0-5,73675,25914,UNICEF,Door-to-door drive
VAC-IND-00614,India,West Bengal,Darjeeling,2023-06-08,2023-06-11,Influenza,school_children_5-15,40738,19808,WHO,
VAC-IND-00615,India,Maharashtra,Thane,2023-07-30,2023-08-21,Typhoid,all_adults,157315,,NHM,Reported delay due to rains
VAC-IND-00616,India,Karnataka, BENGALURU,2023-02-02,2023-02-05,Influenza,children_0-5,50871,14314,Red Cross,
VAC-IND-00617,India,Kerala,Kozhikode,2024-10-22,2024-11-06,COVID-19,elderly_60+,142504,84583,,
VAC-IND-00618,India,West Bengal,Howrah,2023-01-25,2023-02-26,COVID-19,children_0-5,172980,131321,NHM,
VAC-IND-00619,India,Kerala,Thrissur,2023-12-18,2023-12-27,MMR,elderly_60+,165879,68022,IAP,
VAC-IND-00620,India,Maharashtra,Thane,2025-07-08,2025-08-20,Influenza,children_0-5,132468,28235,UNICEF,Single-day mega camp
VAC-IND-00621,India,Assam,Guwahati,2023-05-03,2023-06-06,Influenza,school_children_5-15,40259,10535,State Govt,
VAC-IND-00622,India,Uttar Pradesh,Lucknow,02-12-2025,2025-12-31,Typhoid,school_children_5-15,76116,30231,IAP,Hospital-based
VAC-IND-00623,India,Bihar,Gaya,2024-03-31,2024-04-27,COVID-19,all_adults,48615,10119,UNICEF,Mass camp at community centre
VAC-IND-00624,India,Delhi,South Delhi,2023-09-15,2023-10-25,DTP,school_children_5-15,54075,15937,State Govt,
VAC-IND-00625,India,Delhi,West Delhi,2024-05-24,2024-07-02,COVID-19,pregnant_women,167119,159559,Private Clinic,
VAC-IND-00626,India,Rajasthan,Alwar,06-06-2025,31/07/2025,DTP,all_adults,126853,,UNICEF,Cold chain maintained
VAC-IND-00627,India,Delhi,West Delhi,2023-12-26,2024-01-27,DTP,children_0-5,74745,54665,IAP,
VAC-IND-00628,India,Karnataka,Bengaluru,27-01-2023,2023-03-17,DTP,school_children_5-15,129331,80368,IAP,Cold chain maintained
VAC-IND-00629,India,Assam,Guwahati,17-04-2025,2025-04-27,DTP,pregnant_women,148770,129755,IAP,
VAC-IND-00630,India,Uttar Pradesh,Lucknow,2025-02-28 23:15:15,2025-04-02,Polio,school_children_5-15,95242,22751,Red Cross,
VAC-IND-00631,India,Delhi,North Delhi,2024-05-21,2024-07-05, POLIO,school_children_5-15,3734,1124,Private Clinic,Door-to-door drive
VAC-IND-00632,India,Karnataka,Hubli,06-12-2023,2023-12-25,DTP,healthcare_workers,131741,112657,Local Health Dept,
VAC-IND-00633,India,Assam,Silchar,2023-10-20,05/11/2023,Influenza,all_adults,104825,21806,,Single-day mega camp
VAC-IND-00634,India,Bihar,Bhagalpur,2025-06-01,2025-06-27,Hepatitis B,children_0-5,35714,13105,State Govt,
VAC-IND-00635,India,Maharashtra,Pune,2024-01-28,2024-03-28,COVID-19,school_children_5-15,116034,105050,,
VAC-IND-00636,India,Tamil Nadu,Chennai,2024-12-01,2024-12-19,COVID-19,pregnant_women,176871,37866,WHO,
VAC-IND-00637,India,Rajasthan,Jaipur,2025-02-08,2025-03-31,Hepatitis B,all_adults,127882,69751,IAP,Reported delay due to rains
VAC-IND-00638,India,Karnataka,Mangalore,2025-03-27,02/04/2025,DTP,school_children_5-15,87074,17818,Private Clinic,
VAC-IND-00639,India,Kerala,Thrissur,2024-07-26 07:23:28,2024-09-06,Influenza,children_0-5,125070,111551,,Reported delay due to rains
VAC-IND-00640,India,Odisha,Rourkela,2025-06-28,2025-08-01,DTP,all_adults,161087,123530,UNICEF,Cold chain maintained
VAC-IND-00641,India,Odisha,Cuttack,01-12-2025,2026-01-23,Typhoid,children_0-5,132787,91821,Local Health Dept,
VAC-IND-00642,India,Gujarat,Ahmedabad,2025-09-14,2025-10-02,COVID-19,all_adults,45177,14896,WHO,Reported delay due to rains
VAC-IND-00643,India,Tamil Nadu,Coimbatore,2024-06-11,2024-08-10,Polio,school_children_5-15,174950,175117,,Reported delay due to rains
VAC-IND-00644,India,Assam,Tezpur,2023-05-13,09/06/2023,Polio,school_children_5-15,195264,139099,,Single-day mega camp
VAC-IND-00645,India,Karnataka,Mangalore,2023-08-25,2023-09-04,Polio,children_0-5,194638,88251,IAP,Reported delay due to rains
VAC-IND-00646,India,Assam,Guwahati,2024-09-28,2024-11-04,Typhoid,pregnant_women,102250,62346,Red Cross,
VAC-IND-00647,India,Maharashtra,Thane,2025-08-01,25/09/2025,Influenza,healthcare_workers,57884,41446,Local Health Dept,Mass camp at community centre
VAC-IND-00648,India,Tamil Nadu,Salem,2023-09-10,2023-11-06,DTP,pregnant_women,125878,53447,,
VAC-IND-00649,India,Odisha,Cuttack,05-04-2024,11/04/2024,MMR,school_children_5-15,47429,35162,Red Cross,
VAC-IND-00650,India,Bihar,Muzaffarpur,14-12-2024,2025-01-11,Polio,healthcare_workers,191014,89344,,Reported delay due to rains
VAC-IND-00651,India,Assam,Guwahati,2024-09-14,2024-09-27,Influenza,elderly_60+,116337,61419,NHM,Hospital-based
VAC-IND-00652,India,Maharashtra,Nagpur,2023-07-28,2023-09-23,COVID-19,children_0-5,112464,44541,IAP,School-based campaign
VAC-IND-00653,India,Kerala,Thrissur,2024-11-24,2024-12-06,Influenza,all_adults,106404,36851,State Govt,School-based campaign
VAC-IND-00654,India,West Bengal,Kolkata,07-08-2025,2025-09-20,COVID-19,children_0-5,166262,129543,,
VAC-IND-00655,India,Rajasthan,Jodhpur,2023-02-17,2023-03-28,DTP,all_adults,182356,83944,Private Clinic,
VAC-IND-00656,India,Kerala,Thrissur,2024-01-14,2024-03-01,Typhoid,healthcare_workers,146267,131944,,Door-to-door drive
VAC-IND-00657,India,Karnataka,Bengaluru,06-01-2024,2024-02-22,COVID-19,children_0-5,145916,70378,Red Cross,
VAC-IND-00658,India,Tamil Nadu,Chennai,2023-06-23 16:19:23,2023-07-30,MMR,children_0-5,173032,,,Cold chain maintained
VAC-IND-00659,India,Gujarat,Surat,2025-10-01,06/11/2025,Influenza,school_children_5-15,92805,85485,UNICEF,
VAC-IND-00660,India,Karnataka,Mysuru,05-09-2024,21/09/2024,MMR,elderly_60+,158348,125795,,
VAC-IND-00661,India,Bihar,Gaya,2025-03-30,2025-04-18, COVID-19,school_children_5-15,182563,89927, LOCAL HEALTH DEPT,Hospital-based
VAC-IND-00662,India,Assam,Tezpur,2023-12-02,2023-12-14,Influenza,children_0-5,114172,101950,Local Health Dept,Door-to-door drive
VAC-IND-00663,India,West Bengal,Kolkata,2024-11-05,01/12/2024,Influenza,pregnant_women,72131,66730,,
VAC-IND-00664,India,Kerala,Thiruvananthapuram,2023-12-26,2024-02-23,Polio,healthcare_workers,128850,71501, LOCAL HEALTH DEPT,Door-to-door drive
VAC-IND-00665,India,Delhi,North Delhi,2025-03-08,2025-05-01,Typhoid,all_adults,139877,143583,State Govt,
VAC-IND-00666,India,Rajasthan,Jodhpur,2023-09-16,2023-10-25,MMR,school_children_5-15,14358,13343,NHM,Single-day mega camp
VAC-IND-00667,India,Delhi,East Delhi,25-12-2024,2025-01-29,Typhoid,elderly_60+,112636,116697, LOCAL HEALTH DEPT,Door-to-door drive
VAC-IND-00668,India,West Bengal,Howrah,2023-07-04,2023-07-11,COVID-19,school_children_5-15,25045,6890,Local Health Dept,
VAC-IND-00669,India,Maharashtra,Nashik,2025-11-07 04:30:31,2025-12-12,DTP,children_0-5,177912,68269,NHM,Mass camp at community centre
VAC-IND-00670,India,Odisha,Sambalpur,2024-12-07,2025-01-26,Hepatitis B,all_adults,138941,33339,Red Cross,
VAC-IND-00671,India,Uttar Pradesh,Kanpur,2025-11-18,2025-11-24,MMR,school_children_5-15,99877,34816,NHM,
VAC-IND-00672,India,Gujarat,Vadodara,2024-06-26,2024-08-15,Polio,healthcare_workers,103685,60690,WHO,
VAC-IND-00673,India,Maharashtra,Thane,2025-07-31,2025-08-25,DTP,pregnant_women,92177,42835,,
VAC-IND-00674,India,Rajasthan,Alwar,2023-11-11,2023-12-15,DTP,pregnant_women,172632,157916,Local Health Dept,School-based campaign
VAC-IND-00675,India,Tamil Nadu, CHENNAI,2025-06-17,2025-07-18, MMR,school_children_5-15,93230,19407,,
VAC-IND-00676,India,West Bengal,Siliguri,2024-11-09 05:42:12,12/12/2024,Hepatitis B,all_adults,70177,46086, RED CROSS,Single-day mega camp
VAC-IND-00677,India,Odisha, PURI,2023-09-27,2023-10-06,COVID-19,school_children_5-15,33562,23096,,
VAC-IND-00678,India,Assam,Guwahati,2025-06-08,2025-06-29,Influenza,school_children_5-15,199965,201896,,Cold chain maintained
VAC-IND-00679,India, TAMIL NADU,Coimbatore,2025-05-28,2025-07-15, HEPATITIS B,elderly_60+,27517,21963,NHM,
VAC-IND-00680,India,Delhi,East Delhi,2023-03-20,04/04/2023,Influenza,children_0-5,112252,, WHO,Cold chain maintained
VAC-IND-00681,India,Karnataka,Mysuru,2024-11-19,2024-11-25,MMR,pregnant_women,169287,62707,Local Health Dept,
VAC-IND-00682,India,Maharashtra,Pune,2023-03-25,2023-05-09,Hepatitis B,children_0-5,56068,29573,Private Clinic,
VAC-IND-00683,India,Tamil Nadu,Chennai,2023-07-18,2023-09-02,Typhoid,pregnant_women,34659,31221,,Hospital-based
VAC-IND-00684,India,Karnataka,Belgaum,2025-02-25,2025-03-06,Hepatitis B,school_children_5-15,195164,49790,NHM,
VAC-IND-00685,India,Kerala,Thrissur,2024-12-03,05/01/2025,COVID-19,elderly_60+,53452,20761,NHM,Cold chain maintained
VAC-IND-00686,India, RAJASTHAN,Udaipur,2025-01-19,2025-03-08,Hepatitis B,healthcare_workers,114827,77884, WHO,Cold chain maintained
VAC-IND-00687,India,Delhi,North Delhi,2023-04-04 01:50:44,2023-04-19,Typhoid,healthcare_workers,104700,90731,UNICEF,Single-day mega camp
VAC-IND-00688,India,West Bengal,Siliguri,2024-07-10,2024-07-13,Typhoid,healthcare_workers,57596,12099,State Govt,
VAC-IND-00689,India,Karnataka,Mangalore,2024-07-03,2024-07-16,Polio,elderly_60+,140371,33197,Local Health Dept,Cold chain maintained
VAC-IND-00690,India,Maharashtra,Pune,2024-03-06,2024-03-09,MMR,children_0-5,166354,130030,,
VAC-IND-00691,India,Assam,Silchar,2024-10-26 20:52:00,2024-12-20,MMR,children_0-5,191990,84728,,Door-to-door drive
VAC-IND-00692,India,Odisha,Puri,11-06-2024,2024-07-24,MMR,pregnant_women,54543,25367,NHM,
VAC-IND-00693,India,Karnataka,Hubli,2025-01-24,2025-02-26,Influenza,healthcare_workers,48082,21157,State Govt,School-based campaign
VAC-IND-00694,India,Maharashtra,Nagpur,30-11-2023,2024-01-24,COVID-19,all_adults,159836,69590,NHM,
VAC-IND-00695,India,Rajasthan,Jodhpur,2023-01-25,2023-02-21,COVID-19,elderly_60+,29345,26987,NHM,
VAC-IND-00696,India, BIHAR,Purnia,28-01-2023,31/01/2023,Typhoid,school_children_5-15,28376,16763,UNICEF,
VAC-IND-00697,India,Gujarat,Surat,2024-09-21,2024-10-03,Hepatitis B,children_0-5,142982,110841,WHO,Door-to-door drive
VAC-IND-00698,India,Kerala,Thrissur,2025-04-30,2025-05-17,Polio,pregnant_women,112470,68803,NHM,Single-day mega camp
VAC-IND-00699,India,Odisha, BHUBANESWAR,2025-10-04,2025-10-14,MMR,children_0-5,74375,55225,IAP,Door-to-door drive
VAC-IND-00700,India,Assam,Dibrugarh,2023-12-31,2024-01-24,Hepatitis B,pregnant_women,178609,114774,IAP,Cold chain maintained
VAC-IND-00701,India,Bihar,Bhagalpur,27-06-2024,2024-08-14,Typhoid,school_children_5-15,1071,366,Red Cross,
VAC-IND-00702,India,Gujarat,Ahmedabad,2023-08-20,2023-10-08,Influenza,all_adults,24210,9021,IAP,
VAC-IND-00703,India,West Bengal,Bardhaman,2024-11-13,27/12/2024,Hepatitis B,healthcare_workers,100949,85345, STATE GOVT,
VAC-IND-00704,India,Assam,Jorhat,2025-12-15,2026-01-31,MMR,children_0-5,57997,27012,NHM,
VAC-IND-00705,India,Gujarat,Surat,2023-08-14,2023-09-08,Typhoid,healthcare_workers,37029,12128,Private Clinic,
VAC-IND-00706,India,Delhi,Central Delhi,2023-10-21,2023-10-25,COVID-19,school_children_5-15,111834,114300, UNICEF,
VAC-IND-00707,India,Uttar Pradesh,Kanpur,2023-06-11,2023-06-14,DTP,school_children_5-15,109681,45846,Red Cross,
VAC-IND-00708,India, ODISHA,Rourkela,28-06-2025,2025-08-14,COVID-19,healthcare_workers,29667,26984,Red Cross,
VAC-IND-00709,India,West Bengal,Siliguri,2024-06-12 16:19:45,2024-06-29,Hepatitis B,all_adults,41604,14345,Red Cross,Single-day mega camp
VAC-IND-00710,India,Karnataka,Hubli,12-01-2024,2024-02-19,DTP,pregnant_women,20739,19496,Private Clinic,
VAC-IND-00711,India,Uttar Pradesh,Agra,2024-02-03,2024-02-12,COVID-19,elderly_60+,158622,119665,Local Health Dept,
VAC-IND-00712,India,Assam, GUWAHATI,2024-09-25,2024-10-10,Hepatitis B,healthcare_workers,8984,2492,WHO,
VAC-IND-00713,India,Uttar Pradesh,Lucknow,2024-09-24,2024-10-19,Typhoid,all_adults,104869,62191,IAP,
VAC-IND-00714,India,Odisha,Sambalpur,2023-07-26,2023-09-16,Hepatitis B,children_0-5,154424,155914,Local Health Dept,
VAC-IND-00715,India,Bihar,Patna,19-04-2024,2024-06-12,Hepatitis B,healthcare_workers,37426,12762,,
VAC-IND-00716,India,Delhi,North Delhi,2024-08-18,14/10/2024,Influenza,elderly_60+,10989,8547,UNICEF,
VAC-IND-00717,India, MAHARASHTRA,Pune,2024-09-25,2024-11-18,MMR,elderly_60+,23350,19573,Local Health Dept,Cold chain maintained
VAC-IND-00718,India,Uttar Pradesh,Lucknow,2023-05-26,2023-07-17,DTP,school_children_5-15,124562,124939,Red Cross,
VAC-IND-00719,India,Tamil Nadu,Tiruchirappalli,17-04-2025,2025-06-02,MMR,pregnant_women,96636,101198,UNICEF,
VAC-IND-00720,India,Bihar,Patna,27-04-2023,2023-05-15,Typhoid,children_0-5,147510,,Local Health Dept,Single-day mega camp
VAC-IND-00721,India, KARNATAKA,Hubli,2025-08-04,2025-08-29,COVID-19,children_0-5,168923,155642,Red Cross,Single-day mega camp
VAC-IND-00722,India,Karnataka,Hubli,2024-11-04,28/11/2024,DTP,children_0-5,127979,122756,Local Health Dept,School-based campaign
VAC-IND-00723,India,Delhi,South Delhi,2024-10-17,2024-11-27,Typhoid,all_adults,16857,9293,State Govt,Hospital-based
VAC-IND-00724,India,Bihar,Muzaffarpur,2024-07-06,2024-07-20,MMR,school_children_5-15,18655,5069,State Govt,Hospital-based
VAC-IND-00725,India,Tamil Nadu,Coimbatore,2023-04-21,2023-06-20,MMR,all_adults,197940,91651,State Govt,School-based campaign
VAC-IND-00726,India,West Bengal, HOWRAH,07-03-2025,2025-04-14,MMR,school_children_5-15,157033,69316,,
VAC-IND-00727,India,Gujarat,Vadodara,21-08-2023,2023-10-06,Typhoid,elderly_60+,136996,86454,State Govt,
VAC-IND-00728,India,Odisha,Cuttack,2025-05-10,2025-07-01,Influenza,school_children_5-15,99474,47388,WHO,
VAC-IND-00729,India,Tamil Nadu,Salem,2023-09-13,27/10/2023,Typhoid,healthcare_workers,109041,67973,Private Clinic,
VAC-IND-00730,India,Delhi,East Delhi,2025-05-27,2025-07-04,Typhoid,school_children_5-15,142782,65915,Private Clinic,Door-to-door drive
VAC-IND-00731,India,Kerala,Thiruvananthapuram,2023-02-03,2023-03-04,COVID-19,school_children_5-15,197093,182216,State Govt,Mass camp at community centre
VAC-IND-00732,India,West Bengal,Darjeeling,01-04-2024,2024-05-09,MMR,all_adults,51764,18507, PRIVATE CLINIC,
VAC-IND-00733,India,Uttar Pradesh,Kanpur,2025-11-05,2026-01-03,Polio,elderly_60+,81082,70573,WHO,
VAC-IND-00734,India,Maharashtra,Pune,05-02-2025,2025-03-13,Hepatitis B,all_adults,157772,76226,NHM,
VAC-IND-00735,India,Bihar, MUZAFFARPUR,16-04-2023,2023-05-25, DTP,pregnant_women,167295,78997,,
VAC-IND-00736,India,Delhi,West Delhi,2023-08-31,2023-10-23,MMR,elderly_60+,164947,74683,,
VAC-IND-00737,India,Assam,Dibrugarh,2023-02-26,04/04/2023,Polio,school_children_5-15,21149,5057,Red Cross,
VAC-IND-00738,India,Bihar,Gaya,2024-08-31,2024-10-26,MMR,children_0-5,99618,26705,Red Cross,
VAC-IND-00739,India,Assam,Guwahati,2023-08-08,2023-08-27,Typhoid,elderly_60+,24820,16806,,
VAC-IND-00740,India,Gujarat,Ahmedabad,2024-03-06,2024-04-02,Influenza,pregnant_women,166581,75548,WHO,
VAC-IND-00741,India,Uttar Pradesh,Varanasi,2025-09-18 19:34:00,2025-10-01, HEPATITIS B,children_0-5,67215,26081,,
VAC-IND-00742,India,Uttar Pradesh,Lucknow,2024-03-20,2024-03-31,MMR,pregnant_women,191273,71436,State Govt,
