outbreak_id,disease,report_date,country,state,district,cases_reported,deaths,severity,confirmed,source_url,notes
OUT-IND-00230,COVID-19,2024-06-27,India,Bihar,Muzaffarpur,2106,87,low,False,,Under investigation
OUT-IND-00231,Dengue,2024-06-18,India,Gujarat,Rajkot,30,2,moderate,False,https://news.example/231,Hospital admissions rising
OUT-IND-00232,Measles,2023-10-19 16:32:38,India,West Bengal,Kolkata,3718,78,low,True,https://news.example/232,Spike after monsoon
OUT-IND-00233,Hepatitis A,2025-04-01,India,Rajasthan,Jodhpur,584,24,low,False,,
OUT-IND-00234,Scrub Typhus,2025-05-18,India,Kerala,Thrissur,3172,101,low,True,https://news.example/234,Spike after monsoon
OUT-IND-00235,Kala-azar,2025-08-24 18:53:23,India,West Bengal,Howrah,526,37,low,True,https://news.example/235,
OUT-IND-00236,Dengue,2024-07-07,India,Karnataka,Mangalore,3268,43,low,True,https://news.example/236,Under investigation
OUT-IND-00237,Cholera,2023-01-06 03:30:00,India,Rajasthan,Bikaner,4215,204,low,True,https://news.example/237,Spike after monsoon
OUT-IND-00238,Scrub Typhus,23-08-2025,India,Odisha,Bhubaneswar,477,14,low,Unknown,https://news.example/238,Lab confirmed cases
OUT-IND-00239,Dengue,2024-08-24,India,Gujarat,Surat,440,4,low,Unknown,https://news.example/239,Spike after monsoon
OUT-IND-00240,Influenza,2025-01-11,India,Kerala,Kannur,1447,,low,False,https://news.example/240,Under investigation
OUT-IND-00241,Hepatitis A,2023-12-26,India,Odisha,Sambalpur,98,2,moderate,False,https://news.example/241,Under investigation
OUT-IND-00242,Measles,2024-11-14,India,Tamil Nadu,Tiruchirappalli,4909,304,moderate,False,https://news.example/242,Reported by PHC
OUT-IND-00243,Influenza,2025-02-24,India,Uttar Pradesh,Kanpur,2113,42,low,True,https://news.example/243,
OUT-IND-00244,Scrub Typhus,2023-03-22 21:54:23,India,Gujarat,Vadodara,762,12,low,Unknown,https://news.example/244,Hospital admissions rising
OUT-IND-00245,Cholera,2025-07-05,India,Odisha,Sambalpur,944,48,moderate,True,https://news.example/245,
OUT-IND-00246,Dengue,06-04-2023,India,Gujarat,Vadodara,4268,200,low,True,https://news.example/246,Under investigation
OUT-IND-00247,Scrub Typhus,2025-10-27,India,Karnataka,Mangalore,2321,172,low,False,https://news.example/247,Spike after monsoon
OUT-IND-00248,Dengue,2024-06-13,India,Karnataka,Mysuru,1995,112,moderate,True,,
OUT-IND-00249,Kala-azar,31-01-2025,India,Odisha,Sambalpur,581,16,low,False,https://news.example/249,Under investigation
OUT-IND-00250,Influenza,2023-12-06,India,Assam,Dibrugarh,2925,105,low,Unknown,,Lab confirmed cases
OUT-IND-00251,Hepatitis A,2025-12-25,India,Bihar,Bhagalpur,327,4,moderate,False,https://news.example/251,Reported by PHC
OUT-IND-00252,Cholera,2023-01-18,India,Bihar,Gaya,2719,211,low,Unknown,https://news.example/252,Hospital admissions rising
OUT-IND-00253,Influenza,2023-10-16 09:30:43,India,Odisha,Sambalpur,2093,138,low,False,https://news.example/253,
OUT-IND-00254,Dengue,13-09-2025,India,Gujarat,Ahmedabad,2065,46,low,False,,Cluster in school
OUT-IND-00255,Hepatitis A,2023-10-23,India,Tamil Nadu,Madurai,1483,110,high,False,https://news.example/255,Under investigation
OUT-IND-00256,Influenza,2025-12-10,India,Assam,Tezpur,3856,142,low,False,https://news.example/256,Reported by PHC
OUT-IND-00257,Hepatitis A,2023-08-25 04:46:59,India,Tamil Nadu,Chennai,4762,109,low,True,https://news.example/257,Under investigation
OUT-IND-00258,COVID-19,2024-03-03,India,Uttar Pradesh,Lucknow,2042,6,low,False,https://news.example/258,
OUT-IND-00259,Measles,2024-05-11,India,Gujarat,Bhavnagar,2863,227,low,False,https://news.example/259,
OUT-IND-00260,Measles,2023-05-08 14:01:42,India,Odisha,Cuttack,3432,129,low,False,https://news.example/260,
OUT-IND-00261,Hepatitis A,2025-07-09,India,Odisha,Cuttack,2454,13,low,False,https://news.example/261,Cluster in school
OUT-IND-00262,Cholera,2025-04-27,India,Kerala,Thrissur,1327,58,moderate,False,https://news.example/262,Spike after monsoon
OUT-IND-00263,Scrub Typhus,2024-03-05,India,Delhi,Central Delhi,118,2,low,False,https://news.example/263,Spike after monsoon
OUT-IND-00264,Cholera,2024-09-03,India,Kerala,Kozhikode,4184,205,low,False,https://news.example/264,Lab confirmed cases
OUT-IND-00265,Scrub Typhus,2023-12-05,India,Rajasthan,Jaipur,4514,90,low,True,https://news.example/265,Lab confirmed cases
OUT-IND-00266,COVID-19,2023-03-26 10:53:39,India,West Bengal,Bardhaman,2233,155,low,False,,Under investigation
OUT-IND-00267,Hepatitis A,2024-11-03,India,Gujarat,Ahmedabad,1987,56,moderate,True,https://news.example/267,Under investigation
OUT-IND-00268,Hepatitis A,05-03-2024,India,Kerala,Kochi,138,6,high,Unknown,https://news.example/268,
OUT-IND-00269,Dengue,2025-03-08,India,Odisha,Puri,4437,173,low,True,https://news.example/269,
OUT-IND-00270,Measles,2023-11-03,India,Odisha,Cuttack,3958,115,moderate,False,https://news.example/270,
OUT-IND-00271,Scrub Typhus,11-04-2024,India,Bihar,Purnia,2179,88,moderate,Unknown,https://news.example/271,
OUT-IND-00272,Hepatitis A,22-09-2023,India,Delhi,South Delhi,3711,18,low,False,,
OUT-IND-00273,Dengue,15-09-2023,India,Karnataka,Bengaluru,1808,32,low,False,https://news.example/273,Hospital admissions rising
OUT-IND-00274,Influenza,2024-06-05,India,Tamil Nadu,Coimbatore,1249,43,low,False,https://news.example/274,Lab confirmed cases
OUT-IND-00275,Scrub Typhus,2025-07-27,India,Assam,Jorhat,2402,106,low,Unknown,https://news.example/275,
OUT-IND-00276,COVID-19,29-03-2025,India,Bihar,Bhagalpur,3771,200,moderate,False,https://news.example/276,
OUT-IND-00277,Kala-azar,2025-06-02,India,Rajasthan,Udaipur,1870,45,moderate,True,https://news.example/277,
OUT-IND-00278,COVID-19,2025-08-10 14:01:00,India,Uttar Pradesh,Meerut,3468,122,moderate,False,https://news.example/278,Under investigation
OUT-IND-00279,Dengue,2024-07-16,India,Delhi,East Delhi,3380,,low,False,,
OUT-IND-00280,Scrub Typhus,2025-11-13,India,Karnataka,Mysuru,962,64,low,False,,
OUT-IND-00281,Influenza,2023-04-20,India,Rajasthan,Alwar,4491,38,low,Unknown,,
OUT-IND-00282,Hepatitis A,27-07-2024,India,Karnataka,Hubli,1620,117,low,Unknown,https://news.example/282,
OUT-IND-00283,Hepatitis A,2025-02-19,India,Kerala,Kozhikode,3535,188,low,Unknown,https://news.example/283,
OUT-IND-00284,Scrub Typhus,2024-12-03,India,Uttar Pradesh,Meerut,3039,6,moderate,False,https://news.example/284,Cluster in school
OUT-IND-00285,Kala-azar,2023-06-19,India,Delhi,West Delhi,2461,73,moderate,Unknown,,Reported by PHC
OUT-IND-00286,Kala-azar,21-10-2023,India,Delhi,North Delhi,506,33,moderate,Unknown,,
OUT-IND-00287,Measles,2024-01-14,India,Kerala,Thiruvananthapuram,3066,181,low,True,,
OUT-IND-00288,Influenza,2024-06-20,India,Gujarat,Rajkot,211,4,low,True,,
OUT-IND-00289,Scrub Typhus,12-12-2023,India,Delhi,Central Delhi,2331,73,low,Unknown,,Cluster in school
OUT-IND-00290,Measles,2023-02-15,India,Karnataka,Mangalore,740,45,low,Unknown,https://news.example/290,Reported by PHC
OUT-IND-00291,Influenza,2024-10-11,India,Uttar Pradesh,Agra,501,18,high,False,https://news.example/291,
OUT-IND-00292,Influenza,2024-09-11,India,Delhi,North Delhi,708,38,low,True,,Reported by PHC
OUT-IND-00293,Hepatitis A,2025-01-21,India,Tamil Nadu,Salem,1656,110,moderate,False,https://news.example/293,
OUT-IND-00294,Influenza,2023-09-21,India,Karnataka,Mangalore,955,21,moderate,Unknown,https://news.example/294,
OUT-IND-00295,Cholera,2024-08-16,India,Maharashtra,Mumbai,2502,41,moderate,Unknown,,Under investigation
OUT-IND-00296,Measles,2025-04-24,India,Assam,Jorhat,2953,29,moderate,True,https://news.example/296,
OUT-IND-00297,Scrub Typhus,2024-01-29,India,Kerala,Kochi,4601,356,low,False,https://news.example/297,Cluster in school
OUT-IND-00298,Cholera,2024-09-07 22:56:44,India,Gujarat,Ahmedabad,567,5,low,Unknown,,Under investigation
OUT-IND-00299,Measles,02-11-2025,India,Assam,Guwahati,3926,164,moderate,True,,
OUT-IND-00300,Kala-azar,2024-07-11 08:37:23,India,Maharashtra,Pune,3522,,low,False,https://news.example/300,Hospital admissions rising
OUT-IND-00301,Influenza,2025-07-18,India,Maharashtra,Nashik,1258,83,low,True,,Hospital admissions rising
OUT-IND-00302,Dengue,23-02-2023,India,Kerala,Kannur,4076,257,moderate,True,https://news.example/302,Lab confirmed cases
OUT-IND-00303,Scrub Typhus,2023-03-05 18:39:24,India,Uttar Pradesh,Agra,1686,102,moderate,True,,Under investigation
OUT-IND-00304,Hepatitis A,2025-03-24,India,Assam,Jorhat,2012,35,high,True,,
OUT-IND-00305,Influenza,06-12-2025,India,Kerala,Kozhikode,217,2,low,True,https://news.example/305,
OUT-IND-00306,Measles,04-03-2023,India,Tamil Nadu,Coimbatore,3328,251,low,Unknown,https://news.example/306,Under investigation
OUT-IND-00307,Measles,2024-11-17,India,Karnataka,Hubli,43,3,low,Unknown,https://news.example/307,Reported by PHC
OUT-IND-00308,Dengue,22-11-2024,India,Bihar,Bhagalpur,2917,222,low,Unknown,https://news.example/308,Under investigation
OUT-IND-00309,Influenza,29-11-2025,India,Karnataka,Mangalore,1927,138,low,True,https://news.example/309,
OUT-IND-00310,COVID-19,2025-12-25,India,Delhi,South Delhi,2115,105,low,False,https://news.example/310,Hospital admissions rising
OUT-IND-00311,Measles,2025-09-09 08:06:25,India,Rajasthan,Bikaner,1892,22,low,False,,
OUT-IND-00312,COVID-19,2025-09-11,India,Assam,Jorhat,999,65,low,Unknown,,Lab confirmed cases
OUT-IND-00313,Cholera,2025-06-18,India,Kerala,Kozhikode,924,27,moderate,True,,
OUT-IND-00314,Kala-azar,05-03-2023,India,Tamil Nadu,Tiruchirappalli,3073,132,moderate,False,https://news.example/314,Spike after monsoon
OUT-IND-00315,Cholera,2025-02-15 08:11:47,India,Uttar Pradesh,Varanasi,3263,126,low,False,https://news.example/315,Cluster in school
OUT-IND-00316,Scrub Typhus,2024-02-11,India,Tamil Nadu,Chennai,2234,80,low,False,https://news.example/316,Reported by PHC
OUT-IND-00317,Hepatitis A,2024-04-17 02:05:38,India,Maharashtra,Mumbai,3389,70,low,True,https://news.example/317,
OUT-IND-00318,Dengue,2023-07-22,India,Tamil Nadu,Coimbatore,3646,106,low,Unknown,,Reported by PHC
OUT-IND-00319,Kala-azar,2025-07-12,India,Assam,Silchar,4797,15,moderate,Unknown,https://news.example/319,Hospital admissions rising
OUT-IND-00320,COVID-19,2023-08-21,India,Maharashtra,Thane,3374,132,moderate,True,,Under investigation
OUT-IND-00321,Cholera,2025-08-07,India,Karnataka,Hubli,3441,249,high,False,https://news.example/321,
OUT-IND-00322,Kala-azar,2024-12-28,India,Tamil Nadu,Coimbatore,3172,84,low,True,https://news.example/322,Lab confirmed cases
OUT-IND-00323,Cholera,2025-08-30,India,West Bengal,Darjeeling,4101,,low,False,https://news.example/323,Lab confirmed cases
OUT-IND-00324,Cholera,2024-02-24,India,Bihar,Muzaffarpur,3777,145,moderate,False,https://news.example/324,
OUT-IND-00325,Dengue,11-04-2024,India,West Bengal,Darjeeling,3462,263,moderate,Unknown,,Lab confirmed cases
OUT-IND-00326,Influenza,2023-01-27,India,Kerala,Kannur,848,36,moderate,False,https://news.example/326,Spike after monsoon
OUT-IND-00327,Influenza,2024-09-09,India,Maharashtra,Nagpur,737,54,low,Unknown,https://news.example/327,Lab confirmed cases
OUT-IND-00328,Scrub Typhus,03-11-2023,India,Uttar Pradesh,Varanasi,4439,109,low,Unknown,https://news.example/328,Hospital admissions rising
OUT-IND-00329,Hepatitis A,2023-09-13,India,Bihar,Muzaffarpur,396,26,moderate,False,https://news.example/329,Hospital admissions rising
OUT-IND-00330,COVID-19,2024-11-30,India,Kerala,Thiruvananthapuram,1065,8,moderate,False,https://news.example/330,Lab confirmed cases
OUT-IND-00331,Cholera,25-09-2025,India,Kerala,Thiruvananthapuram,990,53,low,False,https://news.example/331,
OUT-IND-00332,Kala-azar,2025-10-30,India,Kerala,Thrissur,4724,155,low,False,https://news.example/332,
OUT-IND-00333,Cholera,2024-05-08,India,Odisha,Cuttack,3956,286,moderate,Unknown,https://news.example/333,
OUT-IND-00334,Measles,2024-11-28,India,Bihar,Gaya,2739,40,low,Unknown,https://news.example/334,Under investigation
OUT-IND-00335,Kala-azar,2025-09-16,India,Delhi,East Delhi,4797,209,moderate,False,https://news.example/335,Cluster in school
OUT-IND-00336,Dengue,16-03-2024,India,Odisha,Cuttack,2958,104,low,Unknown,https://news.example/336,Spike after monsoon
OUT-IND-00337,Scrub Typhus,2025-08-25,India,Maharashtra,Pune,4864,10,low,True,https://news.example/337,Spike after monsoon
OUT-IND-00338,Measles,2024-04-05,India,Odisha,Puri,4086,17,low,Unknown,,
OUT-IND-00339,Hepatitis A,04-10-2025,India,Bihar,Muzaffarpur,4431,209,high,True,https://news.example/339,
OUT-IND-00340,Cholera,2024-11-27,India,Tamil Nadu,Madurai,3618,241,low,Unknown,https://news.example/340,Under investigation
OUT-IND-00341,Scrub Typhus,2024-07-09,India,Gujarat,Bhavnagar,4731,20,low,False,https://news.example/341,
OUT-IND-00342,Influenza,2024-04-07,India,Delhi,East Delhi,1025,49,moderate,False,https://news.example/342,Reported by PHC
OUT-IND-00343,Measles,2023-03-09 14:48:49,India,Karnataka,Bengaluru,2113,10,moderate,True,https://news.example/343,Hospital admissions rising
OUT-IND-00344,Dengue,2024-07-10,India,Bihar,Gaya,3921,64,low,Unknown,,Lab confirmed cases
OUT-IND-00345,Measles,2024-03-05,India,Maharashtra,Nagpur,3344,106,low,False,https://news.example/345,Cluster in school
OUT-IND-00346,Measles,2024-12-27,India,Delhi,West Delhi,1306,98,low,False,,Cluster in school
OUT-IND-00347,COVID-19,2024-03-01,India,Delhi,North Delhi,1910,120,moderate,Unknown,https://news.example/347,
OUT-IND-00348,Influenza,2024-05-29 01:13:47,India,Delhi,South Delhi,3652,,low,True,https://news.example/348,Cluster in school
OUT-IND-00349,Influenza,2025-01-21,India,Rajasthan,Udaipur,676,41,low,Unknown,https://news.example/349,
OUT-IND-00350,Dengue,08-12-2025,India,Gujarat,Ahmedabad,3045,175,moderate,False,https://news.example/350,Under investigation
OUT-IND-00351,Influenza,2024-08-28,India,Bihar,Muzaffarpur,2921,186,moderate,True,,Hospital admissions rising
OUT-IND-00352,Kala-azar,2023-11-19,India,Gujarat,Bhavnagar,247,4,moderate,False,,Under investigation
OUT-IND-00353,Hepatitis A,22-06-2024,India,Assam,Dibrugarh,1088,71,low,Unknown,,Under investigation
OUT-IND-00354,Scrub Typhus,2024-03-21,India,Bihar,Purnia,658,1,low,True,https://news.example/354,Reported by PHC
OUT-IND-00355,Scrub Typhus,2023-06-15,India,Uttar Pradesh,Varanasi,245,0,low,False,https://news.example/355,Lab confirmed cases
OUT-IND-00356,Scrub Typhus,2025-04-05,India,Bihar,Patna,1829,126,low,True,https://news.example/356,Under investigation
OUT-IND-00357,Scrub Typhus,03-01-2025,India,Karnataka,Mysuru,730,0,low,False,,Cluster in school
OUT-IND-00358,Scrub Typhus,2023-07-31,India,Delhi,South Delhi,4637,123,high,False,https://news.example/358,Under investigation
OUT-IND-00359,Kala-azar,2024-06-10,India,Karnataka,Belgaum,4887,102,low,False,https://news.example/359,
OUT-IND-00360,Measles,2024-02-11,India,West Bengal,Howrah,477,13,low,True,https://news.example/360,
OUT-IND-00361,Influenza,2024-02-22,India,Odisha,Puri,3081,190,high,False,https://news.example/361,Lab confirmed cases
OUT-IND-00362,Cholera,2023-12-15 06:18:58,India,Odisha,Cuttack,4137,288,low,True,https://news.example/362,
OUT-IND-00363,Measles,2023-03-10,India,Assam,Guwahati,2477,110,low,Unknown,,
OUT-IND-00364,COVID-19,2024-09-15 14:49:49,India,West Bengal,Howrah,4569,321,moderate,Unknown,https://news.example/364,Reported by PHC
OUT-IND-00365,Kala-azar,01-06-2025,India,Kerala,Kannur,191,15,low,False,https://news.example/365,Lab confirmed cases
OUT-IND-00366,COVID-19,2023-08-09,India,Bihar,Purnia,2868,208,low,False,https://news.example/366,Under investigation
OUT-IND-00367,Kala-azar,2024-04-23,India,Gujarat,Surat,4499,166,low,Unknown,,
OUT-IND-00368,Hepatitis A,2024-01-27,India,Kerala,Thrissur,2482,113,low,Unknown,https://news.example/368,Under investigation
OUT-IND-00369,Kala-azar,2024-06-24,India,Tamil Nadu,Coimbatore,4967,260,low,True,https://news.example/369,
OUT-IND-00370,Influenza,2024-05-05,India,Maharashtra,Pune,4675,344,low,False,https://news.example/370,
OUT-IND-00371,Dengue,2025-01-03,India,Tamil Nadu,Coimbatore,3324,90,high,True,https://news.example/371,
OUT-IND-00372,Dengue,2025-07-14,India,Karnataka,Belgaum,4269,107,low,False,https://news.example/372,
OUT-IND-00373,Cholera,2023-05-01,India,Tamil Nadu,Salem,3297,141,low,Unknown,https://news.example/373,Spike after monsoon
OUT-IND-00374,Kala-azar,2024-01-17,India,West Bengal,Kolkata,2770,193,low,Unknown,https://news.example/374,Hospital admissions rising
OUT-IND-00375,Influenza,26-10-2025,India,Rajasthan,Bikaner,575,40,low,False,,Under investigation
OUT-IND-00376,Dengue,26-09-2023,India,Karnataka,Mangalore,3408,205,low,True,https://news.example/376,Reported by PHC
OUT-IND-00377,Hepatitis A,24-11-2024,India,Delhi,West Delhi,3948,265,low,True,,Reported by PHC
OUT-IND-00378,Kala-azar,2023-07-09 17:03:24,India,Kerala,Thrissur,743,38,low,Unknown,,Hospital admissions rising
OUT-IND-00379,Hepatitis A,2024-11-19,India,Maharashtra,Nagpur,778,47,moderate,True,https://news.example/379,Under investigation
OUT-IND-00380,Influenza,05-06-2025,India,Kerala,Thrissur,4035,3,low,Unknown,https://news.example/380,Cluster in school
OUT-IND-00381,Influenza,2025-01-18,India,Odisha,Cuttack,831,10,low,Unknown,,
OUT-IND-00382,Cholera,2024-12-23,India,Tamil Nadu,Salem,1105,33,low,True,https://news.example/382,Cluster in school
OUT-IND-00383,Measles,2025-01-13,India,Gujarat,Rajkot,2858,183,low,Unknown,,
OUT-IND-00384,Cholera,2023-03-09,India,West Bengal,Darjeeling,488,37,high,False,https://news.example/384,
OUT-IND-00385,Influenza,2023-08-30,India,Delhi,Central Delhi,394,4,low,True,https://news.example/385,Cluster in school
OUT-IND-00386,Measles,2024-03-29,India,Bihar,Purnia,1492,74,moderate,Unknown,https://news.example/386,Under investigation
OUT-IND-00387,Cholera,2023-11-05,India,Maharashtra,Nashik,2331,87,moderate,Unknown,https://news.example/387,Under investigation
OUT-IND-00388,Cholera,2025-03-03,India,Maharashtra,Thane,4676,280,low,False,https://news.example/388,
OUT-IND-00389,COVID-19,20-03-2024,India,Delhi,Central Delhi,49,3,moderate,True,https://news.example/389,Under investigation
OUT-IND-00390,COVID-19,29-03-2023,India,Tamil Nadu,Tiruchirappalli,618,31,high,False,,Under investigation
OUT-IND-00391,Dengue,2024-10-28,India,West Bengal,Bardhaman,4637,15,moderate,True,https://news.example/391,
OUT-IND-00392,Dengue,2025-07-24,India,West Bengal,Darjeeling,3264,112,moderate,Unknown,https://news.example/392,Reported by PHC
OUT-IND-00393,Hepatitis A,2023-10-18,India,Gujarat,Vadodara,2247,36,moderate,Unknown,,
OUT-IND-00394,Influenza,09-10-2024,India,West Bengal,Darjeeling,4372,207,moderate,Unknown,,Under investigation
OUT-IND-00395,Kala-azar,2025-03-11 09:31:08,India,Maharashtra,Mumbai,4297,205,low,False,https://news.example/395,Hospital admissions rising
OUT-IND-00396,Scrub Typhus,2023-10-03 21:24:08,India,Assam,Guwahati,4987,198,low,False,https://news.example/396,Lab confirmed cases
OUT-IND-00397,Dengue,2024-09-23,India,Maharashtra,Pune,1045,51,moderate,Unknown,https://news.example/397,Lab confirmed cases
OUT-IND-00398,Influenza,2025-01-26,India,Kerala,Kannur,4077,151,low,True,https://news.example/398,Hospital admissions rising
OUT-IND-00399,Kala-azar,2024-10-22,India,Kerala,Kochi,1469,43,low,Unknown,https://news.example/399,
OUT-IND-00400,Kala-azar,2024-09-24,India,Odisha,Sambalpur,513,6,low,True,https://news.example/400,
OUT-IND-00401,Influenza,2024-11-07,India,Odisha,Cuttack,719,7,low,False,https://news.example/401,
OUT-IND-00402,COVID-19,2024-05-11,India,Tamil Nadu,Coimbatore,1013,,low,True,https://news.example/402,
OUT-IND-00403,Hepatitis A,12-08-2023,India,Odisha,Cuttack,2271,164,moderate,False,https://news.example/403,Under investigation
OUT-IND-00404,COVID-19,2024-06-27,India,Rajasthan,Jodhpur,1613,119,moderate,False,https://news.example/404,
OUT-IND-00405,Cholera,2023-07-17 13:59:33,India,Maharashtra,Pune,1207,27,low,Unknown,https://news.example/405,Lab confirmed cases
OUT-IND-00406,Scrub Typhus,29-03-2023,India,Bihar,Patna,4644,159,low,False,https://news.example/406,Hospital admissions rising
OUT-IND-00407,Measles,2025-01-10,India,Karnataka,Mangalore,3700,177,moderate,False,,
OUT-IND-00408,Measles,2023-11-02,India,Karnataka,Hubli,2421,32,moderate,True,https://news.example/408,Spike after monsoon
OUT-IND-00409,Measles,2024-11-09,India,Rajasthan,Jaipur,2045,93,low,Unknown,https://news.example/409,Under investigation
OUT-IND-00410,COVID-19,2025-06-22,India,Maharashtra,Nagpur,3565,193,moderate,Unknown,,Under investigation
OUT-IND-00411,Scrub Typhus,2025-07-03,India,Uttar Pradesh,Meerut,1060,60,low,True,https://news.example/411,Cluster in school
OUT-IND-00412,Cholera,2024-01-24,India,Rajasthan,Udaipur,1117,12,moderate,True,https://news.example/412,Reported by PHC
OUT-IND-00413,Scrub Typhus,2024-03-26,India,Tamil Nadu,Madurai,998,,low,False,https://news.example/413,
OUT-IND-00414,Influenza,2025-08-02,India,Tamil Nadu,Madurai,1678,122,low,True,https://news.example/414,
OUT-IND-00415,COVID-19,2025-07-12,India,Tamil Nadu,Salem,3541,239,low,True,https://news.example/415,
OUT-IND-00416,Cholera,2024-09-09,India,Karnataka,Mangalore,4066,277,moderate,Unknown,https://news.example/416,
OUT-IND-00417,Influenza,2025-04-06,India,Gujarat,Bhavnagar,1072,73,low,False,https://news.example/417,Cluster in school
OUT-IND-00418,Dengue,2025-10-02 18:55:02,India,Rajasthan,Jodhpur,1726,41,low,True,https://news.example/418,
OUT-IND-00419,Hepatitis A,2024-08-16,India,Gujarat,Ahmedabad,964,67,low,False,https://news.example/419,Reported by PHC
OUT-IND-00420,Measles,2025-07-29,India,Tamil Nadu,Chennai,3299,180,low,True,https://news.example/420,
OUT-IND-00421,Scrub Typhus,2023-11-13,India,Delhi,West Delhi,1483,82,low,True,https://news.example/421,Cluster in school
OUT-IND-00422,Dengue,2025-09-11,India,Rajasthan,Jodhpur,2143,34,low,Unknown,https://news.example/422,
OUT-IND-00423,Influenza,2025-06-01,India,Tamil Nadu,Madurai,301,12,moderate,False,,Reported by PHC
OUT-IND-00424,COVID-19,2024-02-19,India,Kerala,Kochi,2168,87,low,Unknown,https://news.example/424,
OUT-IND-00425,Hepatitis A,2023-07-20,India,West Bengal,Howrah,2142,7,moderate,Unknown,,Under investigation
OUT-IND-00426,Kala-azar,2024-09-20,India,Odisha,Bhubaneswar,1848,64,moderate,Unknown,,Lab confirmed cases
OUT-IND-00427,Influenza,10-01-2025,India,Assam,Silchar,4526,190,low,False,,
OUT-IND-00428,Hepatitis A,2025-04-19,India,Kerala,Kochi,3227,254,low,False,https://news.example/428,Under investigation
OUT-IND-00429,Cholera,2024-03-05,India,Uttar Pradesh,Meerut,4580,106,moderate,False,,Reported by PHC
OUT-IND-00430,Hepatitis A,26-03-2024,India,Assam,Silchar,4550,,low,Unknown,https://news.example/430,Cluster in school
OUT-IND-00431,Cholera,2024-02-15,India,Delhi,South Delhi,107,7,moderate,True,https://news.example/431,
OUT-IND-00432,Measles,2023-08-06,India,Kerala,Kochi,4307,157,low,Unknown,,Reported by PHC
OUT-IND-00433,Dengue,2023-01-27,India,Kerala,Kozhikode,4298,49,moderate,False,https://news.example/433,Reported by PHC
OUT-IND-00434,Influenza,2023-07-03,India,Tamil Nadu,Salem,3943,13,low,Unknown,https://news.example/434,Hospital admissions rising
OUT-IND-00435,Measles,2024-01-07 18:43:25,India,West Bengal,Siliguri,969,23,moderate,False,,
OUT-IND-00436,Kala-azar,08-11-2025,India,Maharashtra,Nagpur,4650,81,moderate,False,https://news.example/436,
OUT-IND-00437,Hepatitis A,2024-02-05,India,Uttar Pradesh,Agra,4006,60,low,False,https://news.example/437,
OUT-IND-00438,Scrub Typhus,2024-02-26,India,Bihar,Muzaffarpur,1499,108,low,Unknown,https://news.example/438,Reported by PHC
OUT-IND-00439,Influenza,2025-12-08,India,Kerala,Thiruvananthapuram,4956,177,low,False,https://news.example/439,
OUT-IND-00440,Kala-azar,2025-04-21,India,Odisha,Cuttack,4065,195,low,False,https://news.example/440,Hospital admissions rising
OUT-IND-00441,Hepatitis A,24-06-2024,India,Assam,Jorhat,4246,198,low,False,https://news.example/441,
OUT-IND-00442,COVID-19,2024-12-15,India,Odisha,Bhubaneswar,1955,113,high,False,https://news.example/442,Lab confirmed cases
OUT-IND-00443,Scrub Typhus,2024-05-09,India,Maharashtra,Nagpur,1390,0,low,False,https://news.example/443,Lab confirmed cases
OUT-IND-00444,Kala-azar,2024-06-13,India,Uttar Pradesh,Kanpur,222,11,low,True,https://news.example/444,Hospital admissions rising
OUT-IND-00445,Scrub Typhus,2024-03-18,India,Karnataka,Belgaum,4372,206,low,True,https://news.example/445,
OUT-IND-00446,Dengue,2023-03-29,India,Tamil Nadu,Salem,2267,7,low,False,,
OUT-IND-00447,Influenza,2024-03-23,India,Odisha,Puri,2110,80,low,Unknown,https://news.example/447,
OUT-IND-00448,Dengue,2025-06-03,India,Rajasthan,Bikaner,2387,119,low,False,https://news.example/448,Hospital admissions rising
OUT-IND-00449,COVID-19,2023-10-07 06:52:50,India,Karnataka,Mysuru,4673,135,low,Unknown,,Spike after monsoon
OUT-IND-00450,Scrub Typhus,2023-07-01,India,Kerala,Thiruvananthapuram,4008,247,moderate,True,https://news.example/450,
OUT-IND-00451,COVID-19,2024-06-21,India,Tamil Nadu,Salem,3781,240,low,True,https://news.example/451,Spike after monsoon
OUT-IND-00452,Kala-azar,2024-10-20,India,Tamil Nadu,Coimbatore,3041,242,low,Unknown,,
OUT-IND-00453,Dengue,2025-04-19,India,Bihar,Gaya,3829,,low,Unknown,https://news.example/453,Hospital admissions rising
OUT-IND-00454,COVID-19,2023-09-03 19:11:15,India,Gujarat,Ahmedabad,3270,111,low,True,,
OUT-IND-00455,Cholera,2024-02-29 07:31:26,India,Bihar,Patna,4101,171,high,Unknown,https://news.example/455,Spike after monsoon
OUT-IND-00456,COVID-19,2025-01-14,India,Maharashtra,Nashik,246,8,low,True,https://news.example/456,
OUT-IND-00457,Kala-azar,2024-07-04,India,Gujarat,Bhavnagar,1608,58,low,False,https://news.example/457,Hospital admissions rising
OUT-IND-00458,Hepatitis A,15-01-2023,India,Bihar,Bhagalpur,2149,122,low,True,https://news.example/458,
OUT-IND-00459,COVID-19,16-05-2024,India,Rajasthan,Alwar,3195,131,low,True,https://news.example/459,Lab confirmed cases
OUT-IND-00460,Kala-azar,2023-03-27,India,Tamil Nadu,Madurai,4691,300,low,True,https://news.example/460,
OUT-IND-00461,Scrub Typhus,2024-12-01,India,West Bengal,Kolkata,444,23,low,Unknown,,Cluster in school
